pitch,roll,y,z,spot
1.18471,-0.22939,5.0355163,-2.9890416,2
1.18434,-0.2291,5.0355163,-2.9890416,2
1.18386,-0.2285,5.0355163,-2.9890416,2
1.18352,-0.2283,5.0355163,-2.9890416,2
1.18351,-0.22817,5.0355163,-2.9890416,2
1.18342,-0.22782,5.0355163,-2.9890416,2
1.1832,-0.22706,5.0355163,-2.9890416,2
1.18275,-0.22675,5.0355163,-2.9890416,2
1.18221,-0.22658,5.0355163,-2.9890416,2
1.18175,-0.22673,5.0355163,-2.9890416,2
1.18126,-0.22668,5.0355163,-2.9890416,2
1.18086,-0.22679,5.0355163,-2.9890416,2
1.18058,-0.22664,5.0355163,-2.9890416,2
1.1804,-0.22635,5.0355163,-2.9890416,2
1.18039,-0.22608,5.0355163,-2.9890416,2
1.18065,-0.22606,5.0355163,-2.9890416,2
1.18106,-0.22599,5.0355163,-2.9890416,2
1.18143,-0.22634,5.0355163,-2.9890416,2
1.18173,-0.22695,5.0355163,-2.9890416,2
1.18199,-0.22757,5.0355163,-2.9890416,2
1.18222,-0.22768,5.0355163,-2.9890416,2
1.18243,-0.2277,5.0355163,-2.9890416,2
1.18257,-0.22759,-14.498359,0.046246998,2
1.18276,-0.227,-14.498359,0.046246998,2
1.18298,-0.22652,-14.498359,0.046246998,2
1.18317,-0.22602,-14.498359,0.046246998,2
1.18349,-0.22587,-14.498359,0.046246998,2
1.18382,-0.2259,-14.498359,0.046246998,2
1.18397,-0.22602,-14.498359,0.046246998,2
1.1841,-0.22545,-14.498359,0.046246998,2
1.18412,-0.22539,-14.498359,0.046246998,2
1.18389,-0.22491,-13.864488,-0.6930952,2
1.18351,-0.22509,-13.864488,-0.6930952,2
1.18317,-0.22525,-13.864488,-0.6930952,2
1.1828,-0.22489,-13.864488,-0.6930952,2
1.18262,-0.22453,-13.864488,-0.6930952,2
1.1827,-0.22464,-13.864488,-0.6930952,2
1.18288,-0.22471,-13.864488,-0.6930952,2
1.18288,-0.22444,-13.864488,-0.6930952,2
1.18285,-0.22423,-13.864488,-0.6930952,2
1.18242,-0.22409,-15.040489,-0.53257316,2
1.1819,-0.22399,-15.040489,-0.53257316,2
1.18128,-0.22348,-15.040489,-0.53257316,2
1.18067,-0.22322,-15.040489,-0.53257316,2
1.18033,-0.22301,-15.040489,-0.53257316,2
1.1801,-0.22255,-15.040489,-0.53257316,2
1.18013,-0.22221,-15.040489,-0.53257316,2
1.18038,-0.22221,-15.040489,-0.53257316,2
1.1807,-0.22225,-15.040489,-0.53257316,2
1.18103,-0.22264,-15.040489,-0.53257316,2
1.18146,-0.22351,-15.040489,-0.53257316,2
1.18157,-0.22371,-15.040489,-0.53257316,2
1.18156,-0.22349,-15.040489,-0.53257316,2
1.18145,-0.22278,-15.040489,-0.53257316,2
1.18143,-0.22199,-15.040489,-0.53257316,2
1.18148,-0.2212,-15.040489,-0.53257316,2
1.18149,-0.22026,-15.040489,-0.53257316,2
1.18155,-0.21967,-15.040489,-0.53257316,2
1.18169,-0.21944,-15.040489,-0.53257316,2
1.18182,-0.21947,-15.040489,-0.53257316,2
1.18194,-0.21947,-15.040489,-0.53257316,2
1.18218,-0.21945,-15.040489,-0.53257316,2
1.18228,-0.21904,-15.040489,-0.53257316,2
1.18235,-0.21846,-15.040489,-0.53257316,2
1.18239,-0.21817,-15.040489,-0.53257316,2
1.18228,-0.21745,-15.040489,-0.53257316,2
1.18174,-0.21721,-15.040489,-0.53257316,2
1.18151,-0.21751,-14.912117,-0.012991527,2
1.18142,-0.21761,-14.912117,-0.012991527,2
1.18136,-0.22139,-14.912117,-0.012991527,2
1.18128,-0.2333,-14.912117,-0.012991527,2
1.1808,-0.24873,-14.912117,-0.012991527,2
1.18059,-0.26186,-14.912117,-0.012991527,2
1.18022,-0.27328,-14.912117,-0.012991527,2
1.18007,-0.2818,-14.912117,-0.012991527,2
1.1803,-0.28763,-14.912117,-0.012991527,2
1.18076,-0.28895,-14.384827,-1.366232,2
1.18143,-0.28595,-14.384827,-1.366232,2
1.1824,-0.27883,-14.384827,-1.366232,2
1.18359,-0.26899,-14.384827,-1.366232,2
1.18468,-0.25646,-14.384827,-1.366232,2
1.18588,-0.24373,-14.384827,-1.366232,2
1.18713,-0.2301,-14.384827,-1.366232,2
1.18824,-0.21788,-14.384827,-1.366232,2
1.18913,-0.20798,-14.384827,-1.366232,2
1.18989,-0.20038,-14.384827,-1.366232,2
1.19052,-0.19437,-14.384827,-1.366232,2
1.191,-0.18864,-10.562998,-2.35435,2
1.19146,-0.18408,-10.562998,-2.35435,2
1.19196,-0.18086,-10.562998,-2.35435,2
1.19242,-0.17849,-10.562998,-2.35435,2
1.1927,-0.17701,-10.562998,-2.35435,2
1.19286,-0.17576,-10.562998,-2.35435,2
1.19286,-0.17497,-10.562998,-2.35435,2
1.19277,-0.17469,-10.562998,-2.35435,2
1.19265,-0.1749,-10.562998,-2.35435,2
1.19256,-0.17554,-10.562998,-2.35435,2
1.19268,-0.17644,-10.562998,-2.35435,2
1.19274,-0.17699,-10.562998,-2.35435,2
1.19279,-0.1772,-10.562998,-2.35435,2
1.19288,-0.17733,-10.562998,-2.35435,2
1.19322,-0.17846,-10.562998,-2.35435,2
1.19364,-0.17908,-10.562998,-2.35435,2
1.19395,-0.18014,-8.14583,-2.8844538,2
1.19423,-0.18128,-8.14583,-2.8844538,2
1.19448,-0.18279,-8.14583,-2.8844538,2
1.19452,-0.18385,-8.14583,-2.8844538,2
1.19433,-0.18411,-8.14583,-2.8844538,2
1.19397,-0.18449,-8.14583,-2.8844538,2
1.19371,-0.18524,-8.14583,-2.8844538,2
1.19355,-0.18532,-8.14583,-2.8844538,2
1.1935,-0.18624,-8.14583,-2.8844538,2
1.19367,-0.18735,-8.14583,-2.8844538,2
1.19403,-0.1884,-8.14583,-2.8844538,2
1.19453,-0.18922,-8.14583,-2.8844538,2
1.19476,-0.19015,-8.14583,-2.8844538,2
1.19473,-0.19105,-8.14583,-2.8844538,2
1.1947,-0.19126,-8.14583,-2.8844538,2
1.19449,-0.19141,-8.14583,-2.8844538,2
1.19428,-0.19172,-11.515899,0.14032571,2
1.19408,-0.19022,-11.515899,0.14032571,2
1.19357,-0.18744,-11.515899,0.14032571,2
1.19275,-0.18342,-11.515899,0.14032571,2
1.19147,-0.17805,-11.515899,0.14032571,2
1.19007,-0.17433,-11.515899,0.14032571,2
1.18898,-0.17361,-11.515899,0.14032571,2
1.1886,-0.17513,-11.515899,0.14032571,2
1.18865,-0.1776,-10.380141,-0.17218685,2
1.18904,-0.18006,-10.380141,-0.17218685,2
1.18938,-0.18115,-10.380141,-0.17218685,2
1.1893,-0.18112,-10.380141,-0.17218685,2
1.18914,-0.18013,-10.380141,-0.17218685,2
1.18912,-0.17861,-10.380141,-0.17218685,2
1.18944,-0.17702,-10.380141,-0.17218685,2
1.19003,-0.1757,-10.380141,-0.17218685,2
1.19074,-0.17576,-10.380141,-0.17218685,2
1.19162,-0.17721,-10.380141,-0.17218685,2
1.19256,-0.17923,-10.380141,-0.17218685,2
1.19337,-0.18157,-11.099214,-0.6066423,2
1.19407,-0.18455,-11.099214,-0.6066423,2
1.19451,-0.18663,-11.099214,-0.6066423,2
1.19444,-0.18732,-11.099214,-0.6066423,2
1.19402,-0.1856,-11.099214,-0.6066423,2
1.19312,-0.18132,-11.099214,-0.6066423,2
1.19205,-0.17684,-11.099214,-0.6066423,2
1.19115,-0.17302,-11.099214,-0.6066423,2
1.19049,-0.17071,-12.130125,-1.4608963,2
1.19015,-0.16954,-12.130125,-1.4608963,2
1.19015,-0.16974,-12.130125,-1.4608963,2
1.19029,-0.17084,-12.130125,-1.4608963,2
1.19037,-0.17171,-12.130125,-1.4608963,2
1.19031,-0.17256,-12.130125,-1.4608963,2
1.19026,-0.17289,-12.130125,-1.4608963,2
1.18995,-0.1726,-12.130125,-1.4608963,2
1.18954,-0.1721,-12.130125,-1.4608963,2
1.18907,-0.17103,-12.130125,-1.4608963,2
1.18858,-0.16953,-12.130125,-1.4608963,2
1.18797,-0.16823,-12.130125,-1.4608963,2
1.18763,-0.16707,-12.130125,-1.4608963,2
1.18772,-0.16672,-12.130125,-1.4608963,2
1.18797,-0.16641,-12.130125,-1.4608963,2
1.18838,-0.16658,-12.130125,-1.4608963,2
1.18892,-0.16686,-12.130125,-1.4608963,2
1.18929,-0.16712,-12.130125,-1.4608963,2
1.18919,-0.16762,-9.266487,-2.8747509,2
1.18895,-0.16819,-9.266487,-2.8747509,2
1.18853,-0.16881,-9.266487,-2.8747509,2
1.18802,-0.16906,-9.266487,-2.8747509,2
1.18766,-0.16948,-9.266487,-2.8747509,2
1.18725,-0.16965,-9.266487,-2.8747509,2
1.18711,-0.1694,-9.266487,-2.8747509,2
1.18705,-0.169,-9.266487,-2.8747509,2
1.18682,-0.16926,-9.266487,-2.8747509,2
1.1866,-0.16912,-9.266487,-2.8747509,2
1.18652,-0.1689,-9.266487,-2.8747509,2
1.18668,-0.16949,-9.266487,-2.8747509,2
1.18691,-0.17075,-9.266487,-2.8747509,2
1.18712,-0.17176,-9.266487,-2.8747509,2
1.18692,-0.17187,-9.266487,-2.8747509,2
1.1863,-0.17081,-9.266487,-2.8747509,2
1.18578,-0.17003,-9.266487,-2.8747509,2
1.18529,-0.16902,-9.266487,-2.8747509,2
1.18478,-0.16809,-9.266487,-2.8747509,2
1.18426,-0.1674,-9.266487,-2.8747509,2
1.18393,-0.16645,-9.266487,-2.8747509,2
1.1839,-0.16539,-9.266487,-2.8747509,2
1.18427,-0.16468,-9.266487,-2.8747509,2
1.18478,-0.16444,-9.266487,-2.8747509,2
1.1853,-0.16422,-9.266487,-2.8747509,2
1.18566,-0.16419,-9.266487,-2.8747509,2
1.18599,-0.16483,-9.266487,-2.8747509,2
1.1863,-0.16537,-9.266487,-2.8747509,2
1.18641,-0.16554,-9.266487,-2.8747509,2
1.18634,-0.16566,-9.266487,-2.8747509,2
1.18626,-0.16565,-9.266487,-2.8747509,2
1.18628,-0.16584,-9.266487,-2.8747509,2
1.18634,-0.16562,-9.266487,-2.8747509,2
1.18656,-0.16545,-9.266487,-2.8747509,2
1.18669,-0.16533,-9.266487,-2.8747509,2
1.18686,-0.16564,-9.266487,-2.8747509,2
1.18696,-0.16565,-9.266487,-2.8747509,2
1.18701,-0.16557,-9.266487,-2.8747509,2
1.18703,-0.16571,-9.266487,-2.8747509,2
1.18698,-0.16561,-9.266487,-2.8747509,2
1.18701,-0.16557,-9.266487,-2.8747509,2
1.18689,-0.1655,-9.266487,-2.8747509,2
1.18652,-0.16512,-9.266487,-2.8747509,2
1.18613,-0.1646,-9.266487,-2.8747509,2
1.18614,-0.16445,-9.266487,-2.8747509,2
1.18632,-0.16437,-9.266487,-2.8747509,2
1.18642,-0.1645,-9.266487,-2.8747509,2
1.18654,-0.16487,-9.266487,-2.8747509,2
1.18678,-0.16543,-9.266487,-2.8747509,2
1.18701,-0.16536,-9.266487,-2.8747509,2
1.187,-0.16552,-9.266487,-2.8747509,2
1.1868,-0.1653,-9.266487,-2.8747509,2
1.18653,-0.16488,-9.266487,-2.8747509,2
1.18627,-0.16392,-9.266487,-2.8747509,2
1.1861,-0.16365,-9.890258,-1.2512778,2
1.18598,-0.163,-9.890258,-1.2512778,2
1.18573,-0.1623,-9.890258,-1.2512778,2
1.1856,-0.16148,-9.890258,-1.2512778,2
1.18558,-0.16139,-9.890258,-1.2512778,2
1.18548,-0.16184,-9.890258,-1.2512778,2
1.18558,-0.16211,-9.890258,-1.2512778,2
1.18576,-0.16266,-9.890258,-1.2512778,2
1.18584,-0.16384,-9.890258,-1.2512778,2
1.18584,-0.16489,-9.890258,-1.2512778,2
1.18575,-0.1656,-11.790462,-3.0498395,2
1.18532,-0.16572,-11.790462,-3.0498395,2
1.18468,-0.16563,-11.790462,-3.0498395,2
1.18407,-0.16487,-11.790462,-3.0498395,2
1.18367,-0.16408,-11.790462,-3.0498395,2
1.18345,-0.16305,-11.790462,-3.0498395,2
1.18296,-0.16213,-11.790462,-3.0498395,2
1.18247,-0.16167,-11.790462,-3.0498395,2
1.18205,-0.16179,-11.790462,-3.0498395,2
1.18179,-0.16203,-11.790462,-3.0498395,2
1.18154,-0.16204,-11.790462,-3.0498395,2
1.18116,-0.1619,-11.790462,-3.0498395,2
1.1809,-0.16263,-10.962916,-3.5455043,2
1.18091,-0.16294,-10.962916,-3.5455043,2
1.18087,-0.16291,-10.962916,-3.5455043,2
1.18089,-0.16287,-10.962916,-3.5455043,2
1.1812,-0.16333,-10.962916,-3.5455043,2
1.18149,-0.16376,-10.962916,-3.5455043,2
1.18165,-0.16389,-10.962916,-3.5455043,2
1.1817,-0.16404,-10.962916,-3.5455043,2
1.18168,-0.16443,-10.962916,-3.5455043,2
1.1816,-0.16444,-10.962916,-3.5455043,2
1.18142,-0.16413,-10.962916,-3.5455043,2
1.18114,-0.16454,-10.962916,-3.5455043,2
1.18097,-0.16471,-10.962916,-3.5455043,2
1.18084,-0.16419,-10.962916,-3.5455043,2
1.18102,-0.16371,-10.962916,-3.5455043,2
1.18138,-0.16344,-10.962916,-3.5455043,2
1.18168,-0.16335,-10.962916,-3.5455043,2
1.182,-0.16348,-10.962916,-3.5455043,2
1.18226,-0.16359,-10.962916,-3.5455043,2
1.18254,-0.16371,-10.962916,-3.5455043,2
1.18264,-0.16383,-15.008442,-2.0065155,2
1.18269,-0.16382,1.112798,0.7295064,3
1.18257,-0.1637,1.112798,0.7295064,3
1.18218,-0.16359,1.112798,0.7295064,3
1.18191,-0.16337,1.112798,0.7295064,3
1.18177,-0.16338,1.6103495,-0.13716134,3
1.18173,-0.16353,1.6103495,-0.13716134,3
1.18184,-0.16382,1.6103495,-0.13716134,3
1.50723,-1.51549,1.6103495,-0.13716134,3
1.50702,-1.5141,1.6103495,-0.13716134,3
1.50711,-1.51359,1.6103495,-0.13716134,3
1.50732,-1.5142,1.6103495,-0.13716134,3
1.50761,-1.51676,1.6103495,-0.13716134,3
1.50778,-1.52078,1.132505,-1.5791806,3
1.50798,-1.52639,1.132505,-1.5791806,3
1.50812,-1.53259,1.132505,-1.5791806,3
1.5081,-1.53953,1.132505,-1.5791806,3
1.50804,-1.54448,1.132505,-1.5791806,3
1.50798,-1.54869,1.132505,-1.5791806,3
1.50789,-1.55097,1.132505,-1.5791806,3
1.50786,-1.55412,1.132505,-1.5791806,3
1.50792,-1.55935,1.132505,-1.5791806,3
1.50804,-1.56695,1.3611836,-1.1367508,3
1.50828,-1.57304,1.3611836,-1.1367508,3
1.50852,-1.58051,1.3611836,-1.1367508,3
1.50902,-1.59011,1.3611836,-1.1367508,3
1.50949,-1.60008,1.3611836,-1.1367508,3
1.50965,-1.6109,1.3611836,-1.1367508,3
1.50956,-1.62281,1.3611836,-1.1367508,3
1.50945,-1.63159,1.3611836,-1.1367508,3
1.50951,-1.63773,1.3611836,-1.1367508,3
1.5094,-1.64169,1.3520206,-1.1499555,3
1.50937,-1.64401,1.3520206,-1.1499555,3
1.50952,-1.64486,1.3520206,-1.1499555,3
1.5095,-1.64575,1.3520206,-1.1499555,3
1.50945,-1.64792,1.3520206,-1.1499555,3
1.50962,-1.64884,1.3520206,-1.1499555,3
1.50962,-1.64976,1.3520206,-1.1499555,3
1.50965,-1.65288,1.3520206,-1.1499555,3
1.50972,-1.65649,1.1298696,-2.001497,3
1.50974,-1.66065,1.1298696,-2.001497,3
1.50991,-1.66524,1.1298696,-2.001497,3
1.51045,-1.66835,1.1298696,-2.001497,3
1.5113,-1.67382,1.1298696,-2.001497,3
1.51196,-1.68188,1.1298696,-2.001497,3
1.51226,-1.69255,1.1298696,-2.001497,3
1.512,-1.7045,1.1298696,-2.001497,3
1.51146,-1.71458,1.1298696,-2.001497,3
1.51077,-1.72255,0.22707961,-0.57870513,3
1.51015,-1.72889,0.22707961,-0.57870513,3
1.50964,-1.73399,0.22707961,-0.57870513,3
1.50962,-1.73739,0.22707961,-0.57870513,3
1.50999,-1.73875,0.22707961,-0.57870513,3
1.51052,-1.73927,0.22707961,-0.57870513,3
1.51064,-1.74112,0.22707961,-0.57870513,3
1.51048,-1.74467,0.22707961,-0.57870513,3
1.51024,-1.74962,0.22707961,-0.57870513,3
1.50998,-1.75403,0.22707961,-0.57870513,3
1.5098,-1.75788,0.28807083,-0.19710772,3
1.50969,-1.7619,0.28807083,-0.19710772,3
1.50985,-1.76338,0.28807083,-0.19710772,3
1.51011,-1.76445,0.28807083,-0.19710772,3
1.51009,-1.7661,0.28807083,-0.19710772,3
1.51004,-1.76778,0.28807083,-0.19710772,3
1.50983,-1.76867,0.28807083,-0.19710772,3
1.50971,-1.76999,0.28807083,-0.19710772,3
1.50992,-1.77161,0.28807083,-0.19710772,3
1.51032,-1.77548,0.78008795,-0.8530315,3
1.51056,-1.78037,0.78008795,-0.8530315,3
1.5106,-1.78859,0.78008795,-0.8530315,3
1.51059,-1.79559,0.78008795,-0.8530315,3
1.5105,-1.8005,0.78008795,-0.8530315,3
1.5103,-1.80402,0.78008795,-0.8530315,3
1.51025,-1.80584,0.78008795,-0.8530315,3
1.51046,-1.80466,0.78008795,-0.8530315,3
1.51081,-1.80195,0.5602914,-2.5784638,3
1.51111,-1.80062,0.5602914,-2.5784638,3
1.51136,-1.79936,0.5602914,-2.5784638,3
1.51164,-1.79824,0.5602914,-2.5784638,3
1.51165,-1.79881,0.5602914,-2.5784638,3
1.51149,-1.80106,0.5602914,-2.5784638,3
1.51136,-1.8026,0.5602914,-2.5784638,3
1.51138,-1.80451,0.5602914,-2.5784638,3
1.51159,-1.80501,0.5602914,-2.5784638,3
1.5117,-1.8043,0.5602914,-2.5784638,3
1.51159,-1.80426,0.56029105,-2.5784624,3
1.51163,-1.80465,0.56029105,-2.5784624,3
1.51158,-1.80586,0.56029105,-2.5784624,3
1.51128,-1.80881,0.56029105,-2.5784624,3
1.51091,-1.81273,0.56029105,-2.5784624,3
1.51085,-1.81452,0.56029105,-2.5784624,3
1.51099,-1.81499,0.56029105,-2.5784624,3
1.51111,-1.81428,0.56029105,-2.5784624,3
1.51119,-1.81401,1.1433738,-2.6417973,3
1.5116,-1.8109,1.1433738,-2.6417973,3
1.51203,-1.8062,1.1433738,-2.6417973,3
1.51234,-1.80259,1.1433738,-2.6417973,3
1.51255,-1.80049,1.1433738,-2.6417973,3
1.51266,-1.80063,1.1433738,-2.6417973,3
1.51269,-1.80248,1.1433738,-2.6417973,3
1.51265,-1.8049,1.1433738,-2.6417973,3
1.51257,-1.80733,1.1433738,-2.6417973,3
1.51259,-1.80734,1.1433738,-2.6417973,3
1.51265,-1.80562,1.1433738,-2.6417973,3
1.51277,-1.80413,1.1433738,-2.6417973,3
1.51292,-1.80344,1.1433738,-2.6417973,3
1.51302,-1.80463,-0.013222405,-1.4230791,3
1.51303,-1.80693,-0.013222405,-1.4230791,3
1.51302,-1.81013,-0.013222405,-1.4230791,3
1.51295,-1.81313,-0.013222405,-1.4230791,3
1.51273,-1.81737,-0.013222405,-1.4230791,3
1.51275,-1.8197,-0.013222405,-1.4230791,3
1.51269,-1.82056,-0.013222405,-1.4230791,3
1.51288,-1.81967,-0.013222405,-1.4230791,3
1.51318,-1.81861,-0.013222405,-1.4230791,3
1.51315,-1.81807,-0.013158078,-1.7543482,3
1.51312,-1.81766,-0.013158078,-1.7543482,3
1.51311,-1.81779,-0.013158078,-1.7543482,3
1.51312,-1.81909,-0.013158078,-1.7543482,3
1.5129,-1.82249,-0.013158078,-1.7543482,3
1.51265,-1.82597,-0.013158078,-1.7543482,3
1.51271,-1.82594,-0.013158078,-1.7543482,3
1.51303,-1.8235,-0.013158078,-1.7543482,3
1.51324,-1.82173,-0.013158078,-1.7543482,3
1.51342,-1.81985,0.57103974,-1.2482967,3
1.5137,-1.81689,0.57103974,-1.2482967,3
1.51392,-1.81323,0.57103974,-1.2482967,3
1.51405,-1.81113,0.57103974,-1.2482967,3
1.51419,-1.80994,0.57103974,-1.2482967,3
1.51422,-1.8105,0.57103974,-1.2482967,3
1.51417,-1.81134,0.57103974,-1.2482967,3
1.51401,-1.81392,0.57103974,-1.2482967,3
1.51397,-1.81623,0.5883697,-0.4219804,3
1.51393,-1.81719,0.5883697,-0.4219804,3
1.51401,-1.81695,0.5883697,-0.4219804,3
1.51418,-1.81613,0.5883697,-0.4219804,3
1.51441,-1.81532,0.5883697,-0.4219804,3
1.51465,-1.81469,0.5883697,-0.4219804,3
1.5148,-1.81359,0.5883697,-0.4219804,3
1.51491,-1.81269,0.5883697,-0.4219804,3
1.51491,-1.81228,0.5883697,-0.4219804,3
1.51488,-1.81271,-0.013185464,-1.7440845,3
1.51478,-1.81342,-0.013185464,-1.7440845,3
1.51476,-1.815,-0.013185464,-1.7440845,3
1.51479,-1.81563,-0.013185464,-1.7440845,3
1.51483,-1.81608,-0.013185464,-1.7440845,3
1.51492,-1.81601,-0.013185464,-1.7440845,3
1.51507,-1.81468,-0.013185464,-1.7440845,3
1.51491,-1.81436,-0.013185464,-1.7440845,3
1.51479,-1.8155,-0.0131854825,-1.742451,3
1.51467,-1.8177,-0.0131854825,-1.742451,3
1.51442,-1.82043,-0.0131854825,-1.742451,3
1.5142,-1.8225,-0.0131854825,-1.742451,3
1.51431,-1.82234,-0.0131854825,-1.742451,3
1.51463,-1.81991,-0.0131854825,-1.742451,3
1.51494,-1.81663,-0.0131854825,-1.742451,3
1.51517,-1.81385,-0.0131854825,-1.742451,3
1.51558,-1.81068,-0.0131854825,-1.742451,3
1.51572,-1.8091,-0.0131854825,-1.742451,3
1.51574,-1.80836,0.5722152,-1.2156198,3
1.51577,-1.80967,0.5722152,-1.2156198,3
1.51577,-1.81268,0.5722152,-1.2156198,3
1.51563,-1.81652,0.5722152,-1.2156198,3
1.51523,-1.82301,0.5722152,-1.2156198,3
1.51476,-1.8304,0.5722152,-1.2156198,3
1.51426,-1.83722,0.5722152,-1.2156198,3
1.51367,-1.84508,0.5722152,-1.2156198,3
1.51319,-1.85077,0.5710055,-1.8885715,3
1.51277,-1.85631,0.5710055,-1.8885715,3
1.51231,-1.86204,0.5710055,-1.8885715,3
1.51214,-1.86559,0.5710055,-1.8885715,3
1.51205,-1.8671,0.5710055,-1.8885715,3
1.5121,-1.86603,0.5710055,-1.8885715,3
1.51239,-1.86298,0.5710055,-1.8885715,3
1.51276,-1.85851,0.5710055,-1.8885715,3
1.51301,-1.85434,0.5710055,-1.8885715,3
1.51311,-1.85253,1.0137479,-0.48032326,3
1.51313,-1.8521,1.0137479,-0.48032326,3
1.51336,-1.8507,1.0137479,-0.48032326,3
1.51346,-1.84997,1.0137479,-0.48032326,3
1.51314,-1.85202,1.0137479,-0.48032326,3
1.51285,-1.85532,1.0137479,-0.48032326,3
1.51277,-1.85766,1.0137479,-0.48032326,3
1.51261,-1.85924,-0.013121309,-1.4314423,3
1.5124,-1.86115,-0.013121309,-1.4314423,3
1.51228,-1.86249,-0.013121309,-1.4314423,3
1.51234,-1.86164,-0.013121309,-1.4314423,3
1.51239,-1.86024,-0.013121309,-1.4314423,3
1.51261,-1.85834,-0.013121309,-1.4314423,3
1.51292,-1.85552,-0.013121309,-1.4314423,3
1.51304,-1.85278,-0.013121309,-1.4314423,3
1.51329,-1.85001,-0.013121309,-1.4314423,3
1.51356,-1.84721,-0.013121309,-1.4314423,3
1.51377,-1.84505,-0.013121309,-1.4314423,3
1.5138,-1.84399,-0.013121309,-1.4314423,3
1.51376,-1.84297,-0.01315018,-1.3909186,3
1.51379,-1.842,-0.01315018,-1.3909186,3
1.51386,-1.84073,-0.01315018,-1.3909186,3
1.514,-1.83906,-0.01315018,-1.3909186,3
1.51408,-1.83868,-0.01315018,-1.3909186,3
1.51423,-1.8385,-0.01315018,-1.3909186,3
1.5143,-1.83817,-0.01315018,-1.3909186,3
1.51433,-1.83867,-0.01315018,-1.3909186,3
1.51433,-1.8388,0.5694971,-1.5297478,3
1.51431,-1.83963,0.5694971,-1.5297478,3
1.51433,-1.83984,0.5694971,-1.5297478,3
1.5142,-1.84106,0.5694971,-1.5297478,3
1.51412,-1.84268,0.5694971,-1.5297478,3
1.51408,-1.84366,0.5694971,-1.5297478,3
1.51414,-1.84347,0.5694971,-1.5297478,3
1.51423,-1.84284,0.5694971,-1.5297478,3
1.51399,-1.84381,0.5694971,-1.5297478,3
1.5138,-1.84455,0.5694971,-1.5297478,3
1.51388,-1.84441,0.5694971,-1.5297478,3
1.51374,-1.84542,0.5710055,-1.8885715,3
1.51344,-1.84815,0.5710055,-1.8885715,3
1.51314,-1.85098,0.5710055,-1.8885715,3
1.51317,-1.85129,0.5710055,-1.8885715,3
1.51327,-1.84995,0.5710055,-1.8885715,3
1.51338,-1.84808,0.5710055,-1.8885715,3
1.51362,-1.84552,0.5710055,-1.8885715,3
1.51395,-1.8425,0.5710055,-1.8885715,3
1.51412,-1.83922,0.5710055,-1.8885715,3
1.51434,-1.83724,0.5710055,-1.8885715,3
1.51445,-1.83772,1.3721415,-1.6956686,3
1.51442,-1.83889,1.3721415,-1.6956686,3
1.51432,-1.84016,1.3721415,-1.6956686,3
1.51415,-1.8425,1.3721415,-1.6956686,3
1.51401,-1.84416,1.3721415,-1.6956686,3
1.51391,-1.84502,1.3721415,-1.6956686,3
1.514,-1.84254,1.3721415,-1.6956686,3
1.51418,-1.84001,1.3721415,-1.6956686,3
1.51444,-1.83751,1.3721415,-1.6956686,3
1.51459,-1.83586,1.3721415,-1.6956686,3
1.51486,-1.83393,1.3721415,-1.6956686,3
1.51505,-1.83298,1.3721415,-1.6956686,3
1.51512,-1.83198,0.4341216,-0.33580396,3
1.51515,-1.8329,0.4341216,-0.33580396,3
1.51519,-1.8323,0.4341216,-0.33580396,3
1.51539,-1.82837,0.4341216,-0.33580396,3
1.5158,-1.82403,0.4341216,-0.33580396,3
1.51604,-1.82168,0.4341216,-0.33580396,3
1.51622,-1.82031,0.4341216,-0.33580396,3
1.51638,-1.81921,0.4341216,-0.33580396,3
1.51626,-1.81861,0.4341216,-0.33580396,3
1.51581,-1.81875,0.4341216,-0.33580396,3
1.51577,-1.81824,0.4341216,-0.33580396,3
1.5159,-1.81477,1.0894126,0.6647508,3
1.51606,-1.81074,1.0894126,0.6647508,3
1.51613,-1.80852,1.0894126,0.6647508,3
1.51636,-1.80527,-21.851398,3.790667,4
1.51657,-1.80002,-21.851398,3.790667,4
1.51671,-1.79489,-21.851398,3.790667,4
1.51674,-1.79008,-21.851398,3.790667,4
1.51695,-1.78441,-21.851398,3.790667,4
1.51725,-1.77786,-21.851398,3.790667,4
1.51752,-1.77421,-21.851398,3.790667,4
1.43058,0.59496,-21.851398,3.790667,4
1.43098,0.58844,-21.851398,3.790667,4
1.43142,0.58844,-21.851398,3.790667,4
1.43185,0.5921,-21.851398,3.790667,4
1.43237,0.59945,-21.851398,3.790667,4
1.43266,0.60267,-21.851398,3.790667,4
1.43284,0.60339,-21.851398,3.790667,4
1.4327,0.60331,-21.851398,3.790667,4
1.43236,0.60342,-21.851398,3.790667,4
1.43201,0.60315,-21.851398,3.790667,4
1.43155,0.60139,-21.851398,3.790667,4
1.43098,0.59997,-21.851398,3.790667,4
1.43041,0.59712,-21.851398,3.790667,4
1.42987,0.59501,-21.851398,3.790667,4
1.42947,0.59698,-21.851398,3.790667,4
1.42939,0.59651,-21.851398,3.790667,4
1.4293,0.5943,-21.851398,3.790667,4
1.42925,0.59448,-21.851398,3.790667,4
1.42915,0.59762,-21.851398,3.790667,4
1.42904,0.59928,-21.851398,3.790667,4
1.42881,0.60182,-21.851398,3.790667,4
1.42842,0.60062,-21.851398,3.790667,4
1.42792,0.5919,-21.851398,3.790667,4
1.42731,0.57377,-21.851398,3.790667,4
1.42686,0.55679,-21.851398,3.790667,4
