pitch,roll,y,z,spot
1.15841,-0.25468,4.678174,1.650872,0
1.15885,-0.2547,4.678174,1.650872,0
1.15933,-0.2545,4.678174,1.650872,0
1.15971,-0.25403,4.678174,1.650872,0
1.16013,-0.25336,4.678174,1.650872,0
1.1605,-0.25267,4.678174,1.650872,0
1.16075,-0.25218,4.678174,1.650872,0
1.16093,-0.25133,4.678174,1.650872,0
1.16104,-0.25042,4.678174,1.650872,0
1.16109,-0.24957,4.678174,1.650872,0
1.16107,-0.24851,4.678174,1.650872,0
1.16075,-0.247,4.678174,1.650872,0
1.16018,-0.2455,4.678174,1.650872,0
1.15908,-0.2433,4.678174,1.650872,0
1.15757,-0.24133,4.678174,1.650872,0
1.15615,-0.23945,4.678174,1.650872,0
1.1552,-0.23786,4.678174,1.650872,0
1.15441,-0.23598,4.678174,1.650872,0
1.15353,-0.2338,4.678174,1.650872,0
1.15255,-0.23099,4.678174,1.650872,0
1.15171,-0.22788,4.678174,1.650872,0
1.15071,-0.22487,4.678174,1.650872,0
1.14955,-0.22206,4.678174,1.650872,0
1.1479,-0.21926,4.678174,1.650872,0
1.14629,-0.21685,4.678174,1.650872,0
1.14471,-0.21567,4.678174,1.650872,0
1.1435,-0.21507,4.678174,1.650872,0
1.14284,-0.21453,4.678174,1.650872,0
1.14235,-0.21435,4.678174,1.650872,0
1.14218,-0.2145,4.678174,1.650872,0
1.14204,-0.21414,4.678174,1.650872,0
1.14208,-0.21347,4.678174,1.650872,0
1.14214,-0.21304,4.678174,1.650872,0
1.14177,-0.21283,4.678174,1.650872,0
1.14115,-0.21268,4.678174,1.650872,0
1.14053,-0.21261,4.678174,1.650872,0
1.14002,-0.21229,4.678174,1.650872,0
1.13927,-0.21202,4.678174,1.650872,0
1.1384,-0.21181,4.678174,1.650872,0
1.13781,-0.21188,4.678174,1.650872,0
1.13745,-0.21207,4.678174,1.650872,0
1.13733,-0.21183,4.678174,1.650872,0
1.13713,-0.21151,4.678174,1.650872,0
1.13704,-0.21087,4.678174,1.650872,0
1.13686,-0.21017,4.678174,1.650872,0
1.13684,-0.20989,4.678174,1.650872,0
1.1368,-0.21013,4.678174,1.650872,0
1.13685,-0.21043,4.678174,1.650872,1
1.13698,-0.21034,4.678174,1.650872,1
1.13734,-0.21049,4.678174,1.650872,1
1.13789,-0.21085,4.678174,1.650872,1
1.13836,-0.2109,4.678174,1.650872,1
1.19293,-0.17401,4.678174,1.650872,1
1.19299,-0.17332,4.678174,1.650872,1
1.19311,-0.17286,4.678174,1.650872,1
1.19308,-0.17216,4.678174,1.650872,1
1.19334,-0.17123,4.678174,1.650872,1
1.19368,-0.17043,4.678174,1.650872,1
1.19384,-0.16969,4.678174,1.650872,1
1.19396,-0.17026,4.678174,1.650872,1
1.19426,-0.1703,4.678174,1.650872,1
1.19456,-0.17017,4.678174,1.650872,1
1.19473,-0.17064,4.678174,1.650872,1
1.1949,-0.17102,4.678174,1.650872,1
1.19514,-0.16982,4.678174,1.650872,1
1.19526,-0.16801,4.678174,1.650872,1
1.19524,-0.16629,4.678174,1.650872,1
1.19534,-0.16516,4.678174,1.650872,1
1.19547,-0.16345,4.678174,1.650872,1
1.19564,-0.16239,4.678174,1.650872,1
1.19556,-0.16197,4.678174,1.650872,1
1.19575,-0.16157,4.678174,1.650872,1
1.196,-0.16114,4.678174,1.650872,1
1.19623,-0.1617,4.678174,1.650872,1
1.19655,-0.16267,4.678174,1.650872,1
1.19687,-0.16337,4.678174,1.650872,1
1.19706,-0.16431,4.678174,1.650872,1
1.19668,-0.16526,4.678174,1.650872,1
1.19609,-0.16621,4.678174,1.650872,1
1.19533,-0.16598,4.678174,1.650872,1
1.19468,-0.16504,4.678174,1.650872,1
1.1942,-0.16401,4.678174,1.650872,1
1.19393,-0.16282,4.678174,1.650872,1
1.19383,-0.16187,4.678174,1.650872,1
1.19376,-0.16153,4.678174,1.650872,1
1.19384,-0.16167,4.678174,1.650872,1
1.19408,-0.16203,4.678174,1.650872,1
1.19436,-0.16233,4.678174,1.650872,1
1.19439,-0.16314,4.678174,1.650872,1
1.19427,-0.1635,4.678174,1.650872,1
1.19406,-0.16354,4.678174,1.650872,1
1.19396,-0.16325,4.678174,1.650872,1
1.19385,-0.16214,4.678174,1.650872,1
1.19368,-0.16117,4.678174,1.650872,1
1.19362,-0.16156,4.678174,1.650872,1
1.19377,-0.16161,4.678174,1.650872,1
1.19401,-0.16158,4.678174,1.650872,1
1.1943,-0.16214,4.678174,1.650872,1
1.19467,-0.163,4.678174,1.650872,1
1.19501,-0.16317,4.678174,1.650872,1
1.19524,-0.16331,4.678174,1.650872,1
1.1953,-0.16338,4.678174,1.650872,1
1.19524,-0.16332,4.678174,1.650872,1
1.19518,-0.16266,4.678174,1.650872,1
1.19515,-0.16221,4.678174,1.650872,1
1.19509,-0.16181,4.678174,1.650872,1
1.19519,-0.16141,4.678174,1.650872,1
1.19564,-0.16131,4.678174,1.650872,1
1.1963,-0.16205,4.678174,1.650872,1
1.197,-0.16312,4.678174,1.650872,1
1.19769,-0.16419,4.678174,1.650872,1
1.1982,-0.16451,4.678174,1.650872,1
1.19834,-0.16487,4.678174,1.650872,1
1.19812,-0.16476,4.678174,1.650872,1
1.19778,-0.16421,4.678174,1.650872,1
1.19749,-0.16354,4.678174,1.650872,1
1.19718,-0.16294,4.678174,1.650872,1
1.19701,-0.16226,4.678174,1.650872,1
1.19709,-0.16173,4.678174,1.650872,1
1.19738,-0.16141,4.678174,1.650872,1
1.19772,-0.16123,4.678174,1.650872,1
1.198,-0.16103,4.678174,1.650872,1
1.19691,-0.15701,4.678174,1.650872,1
1.19684,-0.1573,4.678174,1.650872,1
1.19701,-0.15771,4.678174,1.650872,1
1.19735,-0.15833,4.678174,1.650872,1
1.19772,-0.15872,4.678174,1.650872,1
1.19776,-0.15877,4.678174,1.650872,1
1.19772,-0.1584,4.678174,1.650872,1
1.19757,-0.15766,4.678174,1.650872,1
1.19725,-0.15747,4.678174,1.650872,1
1.19695,-0.15739,4.678174,1.650872,1
1.19653,-0.15725,4.678174,1.650872,1
1.19615,-0.15687,4.678174,1.650872,1
1.19573,-0.15641,4.678174,1.650872,1
1.19539,-0.155,4.678174,1.650872,1
1.19458,-0.15311,4.678174,1.650872,1
1.19337,-0.15105,4.678174,1.650872,1
1.19189,-0.15088,4.678174,1.650872,1
1.19056,-0.15044,4.678174,1.650872,1
1.18959,-0.14959,4.678174,1.650872,1
1.18895,-0.14929,4.678174,1.650872,1
1.18867,-0.14941,4.678174,1.650872,1
1.18856,-0.14942,4.678174,1.650872,1
1.18844,-0.14897,4.678174,1.650872,1
1.18827,-0.14817,4.678174,1.650872,1
1.18804,-0.14717,4.678174,1.650872,1
1.18785,-0.14531,4.678174,1.650872,1
1.18764,-0.14322,4.678174,1.650872,1
1.18732,-0.14202,4.678174,1.650872,1
1.18712,-0.14129,4.678174,1.650872,1
1.18712,-0.14072,4.678174,1.650872,1
1.18734,-0.14057,4.678174,1.650872,1
1.18774,-0.14081,4.678174,1.650872,1
1.18809,-0.14148,4.678174,1.650872,1
1.18842,-0.14245,4.678174,1.650872,1
1.18863,-0.14321,4.678174,1.650872,1
1.18876,-0.14303,4.678174,1.650872,1
1.18872,-0.14236,4.678174,1.650872,1
1.18841,-0.14123,4.678174,1.650872,1
1.18826,-0.14008,4.678174,1.650872,1
1.18814,-0.13936,4.678174,1.650872,1
1.18796,-0.13889,4.678174,1.650872,1
1.18802,-0.13899,4.678174,1.650872,1
1.18837,-0.13913,4.678174,1.650872,1
1.18877,-0.13886,4.678174,1.650872,1
1.189,-0.13815,4.678174,1.650872,1
1.1892,-0.13684,4.678174,1.650872,1
1.18935,-0.13571,4.678174,1.650872,1
1.18933,-0.13633,4.678174,1.650872,1
1.18937,-0.13693,4.678174,1.650872,1
1.18958,-0.13704,4.678174,1.650872,1
1.18991,-0.1381,4.678174,1.650872,1
1.19046,-0.13902,4.678174,1.650872,1
1.19099,-0.13936,4.678174,1.650872,1
1.19132,-0.13922,4.678174,1.650872,1
1.19145,-0.13898,4.678174,1.650872,1
1.19139,-0.13901,4.678174,1.650872,1
1.19125,-0.13837,4.678174,1.650872,1
1.19097,-0.13784,4.678174,1.650872,1
1.1906,-0.1371,4.678174,1.650872,1
1.19025,-0.13556,4.678174,1.650872,1
1.18999,-0.1334,4.678174,1.650872,1
1.18977,-0.13171,4.678174,1.650872,1
1.18984,-0.131,4.678174,1.650872,1
1.19019,-0.1313,4.678174,1.650872,1
1.19067,-0.13229,4.678174,1.650872,1
1.19125,-0.13325,4.678174,1.650872,1
1.19165,-0.134,4.678174,1.650872,1
1.19203,-0.13476,4.678174,1.650872,1
1.1924,-0.13522,4.678174,1.650872,1
1.19251,-0.13504,4.678174,1.650872,1
1.1923,-0.13476,4.678174,1.650872,1
1.19207,-0.13421,4.678174,1.650872,1
1.19174,-0.13386,4.678174,1.650872,1
1.19161,-0.13385,4.678174,1.650872,1
1.19161,-0.13411,4.678174,1.650872,1
1.19178,-0.13448,4.678174,1.650872,1
1.19218,-0.13468,4.678174,1.650872,1
1.19261,-0.1343,4.678174,1.650872,1
1.193,-0.13451,4.678174,1.650872,1
1.19329,-0.1359,4.678174,1.650872,1
1.19365,-0.13644,4.678174,1.650872,1
1.19384,-0.13661,4.678174,1.650872,1
1.19401,-0.1375,4.678174,1.650872,1
1.19429,-0.13819,4.678174,1.650872,1
1.19444,-0.13807,4.678174,1.650872,1
1.19451,-0.1371,4.678174,1.650872,1
1.1945,-0.13652,4.678174,1.650872,1
1.19458,-0.13601,4.678174,1.650872,1
1.19467,-0.13503,4.678174,1.650872,1
1.19468,-0.13431,4.678174,1.650872,1
1.1947,-0.13413,4.678174,1.650872,1
1.19477,-0.13328,4.678174,1.650872,1
1.19486,-0.13232,4.678174,1.650872,1
1.19521,-0.13184,4.678174,1.650872,1
1.19565,-0.13154,4.678174,1.650872,1
1.1961,-0.13104,4.678174,1.650872,1
1.19649,-0.13081,4.678174,1.650872,1
1.19662,-0.13033,4.678174,1.650872,1
1.19667,-0.12962,4.678174,1.650872,1
1.19669,-0.12863,4.678174,1.650872,1
1.19682,-0.12774,4.678174,1.650872,1
1.19692,-0.12685,4.678174,1.650872,1
1.19692,-0.12634,4.678174,1.650872,1
1.19689,-0.12547,4.678174,1.650872,1
1.19699,-0.12457,4.678174,1.650872,1
1.19698,-0.12369,4.678174,1.650872,1
1.19695,-0.12287,4.678174,1.650872,1
1.1969,-0.12198,4.678174,1.650872,1
1.19709,-0.12087,4.678174,1.650872,1
1.19719,-0.11943,4.678174,1.650872,1
1.19722,-0.11834,4.678174,1.650872,1
1.19733,-0.11756,4.678174,1.650872,1
1.19728,-0.11655,4.678174,1.650872,1
1.19716,-0.11597,4.678174,1.650872,1
1.19728,-0.11631,4.678174,1.650872,1
1.1977,-0.11627,4.678174,1.650872,1
1.19816,-0.11642,4.678174,1.650872,1
1.19875,-0.11735,4.678174,1.650872,1
1.19947,-0.11846,4.678174,1.650872,1
1.19998,-0.11898,4.678174,1.650872,1
1.20026,-0.11941,4.678174,1.650872,1
1.20048,-0.11917,4.678174,1.650872,1
1.20058,-0.11895,4.678174,1.650872,1
1.2006,-0.11773,4.678174,1.650872,1
1.20035,-0.11687,4.678174,1.650872,1
1.20008,-0.11598,4.678174,1.650872,1
1.19991,-0.11525,4.678174,1.650872,1
1.19993,-0.11517,4.678174,1.650872,1
1.20019,-0.1165,4.678174,1.650872,1
1.20051,-0.11835,4.678174,1.650872,1
1.20087,-0.11966,4.678174,1.650872,1
1.2012,-0.12115,4.678174,1.650872,1
1.20148,-0.12281,4.678174,1.650872,1
1.20163,-0.12401,4.678174,1.650872,1
1.20188,-0.12447,4.678174,1.650872,1
1.20212,-0.12526,4.678174,1.650872,1
1.20231,-0.12545,4.678174,1.650872,1
1.20261,-0.12488,4.678174,1.650872,1
1.2028,-0.12433,4.678174,1.650872,1
1.20295,-0.12348,4.678174,1.650872,1
1.20303,-0.12292,4.678174,1.650872,1
1.20297,-0.1225,4.678174,1.650872,1
1.203,-0.12252,4.678174,1.650872,1
1.2031,-0.12292,4.678174,1.650872,1
1.20328,-0.12344,4.678174,1.650872,1
1.20348,-0.12386,4.678174,1.650872,1
1.20356,-0.12424,4.678174,1.650872,1
1.20374,-0.12562,4.678174,1.650872,1
1.20401,-0.12723,4.678174,1.650872,1
1.2044,-0.12824,4.678174,1.650872,1
1.20473,-0.12919,4.678174,1.650872,1
1.2051,-0.13023,4.678174,1.650872,1
1.2053,-0.13091,4.678174,1.650872,1
1.20526,-0.13052,4.678174,1.650872,1
1.20506,-0.13011,4.678174,1.650872,1
1.20488,-0.12955,4.678174,1.650872,1
1.20477,-0.12858,4.678174,1.650872,1
1.20468,-0.12776,4.678174,1.650872,1
1.20461,-0.12786,4.678174,1.650872,1
1.20447,-0.12798,4.678174,1.650872,1
1.20463,-0.12781,4.678174,1.650872,1
1.2048,-0.12771,4.678174,1.650872,1
1.20488,-0.12786,4.678174,1.650872,1
1.20488,-0.12804,4.678174,1.650872,1
1.20482,-0.12815,4.678174,1.650872,1
1.20461,-0.12822,4.678174,1.650872,1
1.20431,-0.12795,4.678174,1.650872,1
1.20387,-0.12813,4.678174,1.650872,1
1.20359,-0.12809,4.678174,1.650872,1
1.20347,-0.12785,4.678174,1.650872,1
1.2035,-0.12782,4.678174,1.650872,1
1.20366,-0.1279,4.678174,1.650872,1
1.20399,-0.12797,4.678174,1.650872,1
1.20438,-0.12819,4.678174,1.650872,1
1.20466,-0.12852,4.678174,1.650872,1
1.20483,-0.12876,4.678174,1.650872,1
1.20489,-0.12882,4.678174,1.650872,1
1.20483,-0.12888,4.678174,1.650872,1
1.20473,-0.12865,4.678174,1.650872,1
1.20453,-0.12845,4.678174,1.650872,1
1.20453,-0.12766,4.678174,1.650872,1
1.2043,-0.12669,4.678174,1.650872,1
1.20402,-0.12602,4.678174,1.650872,1
1.2038,-0.12676,4.678174,1.650872,1
1.20364,-0.12696,4.678174,1.650872,1
1.20348,-0.12698,4.678174,1.650872,1
1.20345,-0.12775,4.678174,1.650872,1
1.20362,-0.12855,4.678174,1.650872,1
1.20368,-0.12851,4.678174,1.650872,1
1.20367,-0.12819,4.678174,1.650872,1
1.2036,-0.12777,4.678174,1.650872,1
1.20351,-0.12766,4.678174,1.650872,1
1.20348,-0.12696,4.678174,1.650872,1
1.20345,-0.12619,4.678174,1.650872,1
1.20328,-0.126,4.678174,1.650872,1
1.20324,-0.12568,4.678174,1.650872,1
1.20333,-0.12513,4.678174,1.650872,1
1.20335,-0.12489,4.678174,1.650872,1
1.20325,-0.12513,4.678174,1.650872,1
1.20337,-0.12544,4.678174,1.650872,1
1.20346,-0.1255,4.678174,1.650872,1
1.20353,-0.12542,4.678174,1.650872,1
1.20349,-0.12541,4.678174,1.650872,1
1.2035,-0.12539,4.678174,1.650872,1
1.20348,-0.12542,4.678174,1.650872,1
1.20344,-0.12544,5.0355163,-2.9890416,2
1.20344,-0.12575,5.0355163,-2.9890416,2
1.20336,-0.12622,5.0355163,-2.9890416,2
1.20326,-0.1265,5.0355163,-2.9890416,2
1.20314,-0.12638,5.0355163,-2.9890416,2
1.20275,-0.12631,5.0355163,-2.9890416,2
1.20219,-0.12637,5.0355163,-2.9890416,2
1.18476,-0.23579,5.0355163,-2.9890416,2
1.18453,-0.23579,5.0355163,-2.9890416,2
1.18445,-0.23583,5.0355163,-2.9890416,2
1.18444,-0.23612,5.0355163,-2.9890416,2
1.18454,-0.23586,5.0355163,-2.9890416,2
1.1846,-0.23556,5.0355163,-2.9890416,2
1.1846,-0.23513,5.0355163,-2.9890416,2
1.18458,-0.23503,5.0355163,-2.9890416,2
1.18451,-0.23416,5.0355163,-2.9890416,2
1.18432,-0.23382,5.0355163,-2.9890416,2
1.18415,-0.23416,5.0355163,-2.9890416,2
1.18414,-0.23406,5.0355163,-2.9890416,2
1.18427,-0.23368,5.0355163,-2.9890416,2
1.1844,-0.2334,5.0355163,-2.9890416,2
1.18458,-0.23324,5.0355163,-2.9890416,2
1.1849,-0.23299,5.0355163,-2.9890416,2
1.18525,-0.2329,5.0355163,-2.9890416,2
1.1856,-0.23343,5.0355163,-2.9890416,2
1.18594,-0.234,5.0355163,-2.9890416,2
1.18612,-0.23458,5.0355163,-2.9890416,2
1.18616,-0.23482,5.0355163,-2.9890416,2
1.18611,-0.23535,5.0355163,-2.9890416,2
1.18599,-0.23596,5.0355163,-2.9890416,2
1.18572,-0.23585,5.0355163,-2.9890416,2
1.18524,-0.23531,5.0355163,-2.9890416,2
1.18481,-0.23492,5.0355163,-2.9890416,2
1.18461,-0.23408,5.0355163,-2.9890416,2
1.18459,-0.23323,5.0355163,-2.9890416,2
1.18487,-0.23228,5.0355163,-2.9890416,2
1.1851,-0.23091,5.0355163,-2.9890416,2
1.18492,-0.22986,5.0355163,-2.9890416,2
